Timestamp,BB,JJ,FF,MM,DD,HH,AA,II,PnL,Cum PnL,BBJJ PnL,BBJJ Cum PnL,FFMM PnL,FFMM Cum PnL,DDHH PnL,DDHH Cum PnL,AAII PnL,AAII Cum PnL
01/01/2018 01:50,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2301.7000000000025,-0.0,3872.7,-0.0,494.8000000000029,-0.0,-2114.2,-0.0,48.399999999999636
01/01/2018 01:55,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2301.7000000000025,-0.0,3872.7,-0.0,494.8000000000029,-0.0,-2114.2,-0.0,48.399999999999636
01/01/2018 02:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2301.7000000000025,-0.0,3872.7,-0.0,494.8000000000029,-0.0,-2114.2,-0.0,48.399999999999636
01/01/2018 02:05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2301.7000000000025,-0.0,3872.7,-0.0,494.8000000000029,-0.0,-2114.2,-0.0,48.399999999999636
01/01/2018 02:10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2301.7000000000025,-0.0,3872.7,-0.0,494.8000000000029,-0.0,-2114.2,-0.0,48.399999999999636
01/01/2018 02:15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2301.7000000000025,-0.0,3872.7,-0.0,494.8000000000029,-0.0,-2114.2,-0.0,48.399999999999636
01/01/2018 02:20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2301.7000000000025,-0.0,3872.7,-0.0,494.8000000000029,-0.0,-2114.2,-0.0,48.399999999999636
01/01/2018 02:25,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2301.7000000000025,-0.0,3872.7,-0.0,494.8000000000029,-0.0,-2114.2,-0.0,48.399999999999636
01/01/2018 02:30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2301.7000000000025,-0.0,3872.7,-0.0,494.8000000000029,-0.0,-2114.2,-0.0,48.399999999999636
01/01/2018 02:35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2301.7000000000025,-0.0,3872.7,-0.0,494.8000000000029,-0.0,-2114.2,-0.0,48.399999999999636
